id	frase	0	0
273	"Você foi, é, e sempre será minha guerreira, a senhora não perdeu pro câncer, mas o câncer perdeu pra ti minha guerreira."	1	3
274	"A senhora ainda brincava, fazia a gente sorrir e sempre que alguém dizia, como vai dona Maria?"	1	3
275	"A senhora sempre respondia, vou bem graças a Deus, que mulher guerreira que fostes vó, te amo tanto."	1	3
276	"Que dor imensa é essa saudade, todos os dias quando acordo pego o telefone querendo ligar pra saber como a senhora está, acho que ainda não consegui discernir tudo isso."	-1	3
277	"Eu te Amo e cada gesto seu vai ficar aqui dentro do meu coração pra lembrar do teu amor por nós, eu te amo."	1	3
278	"Vou sentir sua falta és um pedaço de mim que fará muita falta."	-1	3
279	"Por que eu me sinto tão mal e negativa?"	-1	3
280	"Fui no médico e ele disse que todas essas dores q eu to sentindo são causadas por nervosismo, e como eu vou ficar calma?"	-1	3
281	"Nem tudo deu tão errado como tá dando agora, mas eu AINDA acredito que esse ano vai ser bom."	1	2
282	"Meu, eu choro as vezes sem perceber e mordo a boca pra não desabar na frente de alguma pessoa."	-1	3
284	"Ouvir lixo do meu pai e ver minha mãe propondo coisas ridículas me fazem ficar pior, mais nervosa."	-1	3
285	"Mais dor inútil, nenhuma dor que me ajude crescer ou amadurecer."	-1	3
286	"Eu só quero minha vida de volta e só quero que isso tudo acabe."	-1	3
287	"Minha imunidade já não suporta."	-1	3
288	"Fui pra academia direitinho hoje, como o prometido."	0	2
