id	frase	0	0
1091	"Sempre estive sozinha e parece que fico sozinha a cada dia que passa, minha cabeça dói e minhas lagrimas não conseguem parar."	-1	3
1092	"Esses sentimentos começaram quando tinha 14 anos(eu acho), não sei o que deu de errado na minha vida."	-1	2
1093	"Aos 14 anos, vi meus pais brigarem, varias vezes meu pai sair de casa, a meus discutirem comigo, e eu chegava em casa sabe, correndo pro meu quarto chorar."	-1	3
1094	"Ninguém, nem meus pais nem meus irmãos ia saber porque estava chorando, nunca."	-1	3
1095	"E é assim até hoje, sofrendo, brigando direto com meus pais."	-1	3
1096	"Hoje minha vida é uma grande bosta, eu me sinto tão imperfeitamente estranha uma aberração, EU ME ODEIO!"	-1	3
1097	"Por que não sou bonita, por que não sou uma tonta, porque não sou do jeito que minha mãe quer que eu seja, não sou como minha família querer que eu seja."	-1	3
1098	"Odeio quando sou tão boa e as pessoas se aproveitam disso, odeio, ter que esconder todo meu sofrimento minha dor e guardar no meu coração, EU ODEIO MINHA VIDA!"	-1	3
1099	"E Minha vida nunca e nunca será algo que possa chama de vida, os meus amigos(colegas) parecem ter uma vida melhor que a minha, não quero mais ter que esconder que estou sofrendo."	-1	3
1100	"EU TOU PASSANDO MAL, e minha família parece vê que como eu me sinto, só fazem reclama brigarem comigo me xingarem me bater, estou ficando tão fraca que estou me rendendo a esse sentimento de dor."	-1	3
1101	"Eu discuti ontem com minha avo, minha madrinha porque ela não confiou em mim para ir na padaria pra compra pão, mandou meu avo seguir."	-1	3
1102	"Já basta, não aguentando mais, eu discuti com minha tia hoje com minha mãe e estou chorando e parece que estou sozinha de novo e como sempre fiquei."	-1	3
1103	"Minhas lagrimas não param de cair, e sabe que vem na minha mente, morte."	-1	3
1104	"Eu me sinto tão sozinha e tão ferida por dentro, meu coração esta quebrado está transparecido no meu olhar e eu aumento o som da musica para que os vizinhos não escutem os meus gritos de dor , como se meu mundo estivesse desmoronando."	-1	3
1105	"Eu vejo que a chuva cai de acordo com minhas lágrimas ,... eu vejo que o dia está horrível e vejo a consequência em meu corpo."	-1	3
1106	"Sozinha num mundo onde apenas sentimentos falsos importam, onde todos acreditam na mentira por medo de admitir a verdade, por medo que a verdade não seja aquilo que esperas."	-1	3
1107	"Rodrigo meu amigo, ele disse que ia volta pra fala comigo no msn, eu o considero como um grande irmão pra mim."	1	3
1108	"Ah, além de todo sofrimento todo que estou sentindo agora, também tem porque meus pais não querem que eu namore com uma pessoa tão especial sabe."	-1	3
1109	"Vontade de grudar em você e nunca mais desgrudar, sentir tuas mãos afagando meus cabelos e dizendo que os adora novamente, ouvir tua gargalhada."	1	3
1110	"Meu dia foi bom, acordei cedo, ajudei minhas mãe e meu pai a arrumarem minha festinha, busquei minhas amigas, comi muito churrasco e bolo, ficamos um tempo de boa."	1	3
1111	"Eu liguei o dia todo para o Nando para ver se ele viria a minha festa."	0	3
1112	"Fiquei com um pouco de raiva porque ele não atendeu aos meus telefonemas."	-1	3
