"ParticipantMD5"	"GeneroCod"	"frase"	"Value"	"duracao"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Eu sou uma das únicas patricinhas de respeito, que curtem ler e que não são exemplos de putas."	"negativa"	"120.389"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Uma certa vez, eu tinha menos de 1 mês de namoro quando minha sobrinha nasceu, e meu namorado foi no hospital conhece-la e aproveitar e conhecer uma parte de minha família, que por sinal o adora."	"neutra"	"14.392"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Eu encontro ele todo sábado, ele mora a duas ou três quadras do meu condomínio e temos alguns amigos em comum."	"neutra"	"5.51"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Não venha me pregar sobre o teu deus, eu tenho minhas crenças e não preciso de neguim vim buzinar no meu ouvido pra pregar coisas que nem ele mesmo pratica não."	"positiva"	"9.461"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ninguém nunca se importou comigo."	"neutra"	"2.518"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Sabe o quanto eu amo o Diego, e que jamais faria algo de ruim pra ele."	"neutra"	"1.907"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Agora você deve saber o porque eu não suporto suas namoradinhas, porque elas sempre estavam com o garoto que eu realmente amo e o que eu quero ficar e sempre quis."	"neutra"	"9.213"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Estou ansiosa a te esperar."	"neutra"	"1.359"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Sei la, é uma coisa tão estranha."	"neutra"	"2.132"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ás vezes me vêem na cabeça que ninguém gosta de mim, minha mãe é um porre o único que se salva e que eu ainda não fiz nenhum bobeira porque ele não deixa é o Vinny mesmo."	"negativa"	"8.097"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Enquanto eu tiver forças luto, acho que até por isso consegui bom emprego cedo, me relaciono muito bem com as pessoas, lógico que a beleza de descendente de índio com italiano faz a diferença."	"neutra"	"9.988"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Mexi nele, balancei ele, revirei ele e nada do homem acordar, até que quando eu vi uma garrafa perto da cabeça dele decidir pegar ela e derramar o liquido que estava dentro dela na cabeça do homem, foi ai que ele acordou."	"neutra"	"7.284"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ela falou pra mim que eu era um cara muito especial, que eu sabia tratar a mulher como uma rainha."	"neutra"	"6.023"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Como o irmão mais velho e brincalhão, como o caçador de patos mais incrível que já passou pela terra."	"neutra"	"4.451"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Se precisar, me procure; se sentir saudades, ligue; se estiver com algum problema, conte comigo; e se tiver um tempo, vamos nos ver !"	"positiva"	"5.073"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Meu pai preferiu minha madrasta a mim (apesar de eu já ter me acostumado com isso, tinha sido a primeira vez que ele tinha feito isso)."	"negativa"	"5.805"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Espero que o tempo passe , espero que a semana acabe , pra que eu possa te ver de novo !"	"positiva"	"6.598"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ao cair da noite nos dirigimos ao hotel mais próximo da casa, com uma boa aparência, ficava mais a vontade para passar a noite."	"neutra"	"5.497"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Eu não consigo acreditar que é tao difícil conversar com voce, com a minha própria mãe."	"negativa"	"4.292"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Eu fazia isso, porque eu não sabia o que era o amor."	"neutra"	"2.54"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"E foi daquelas colas de isopor mesmo, e já tava sequinha."	"neutra"	"1.914"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Encontrei o blog da Crisanne Braga, uma ótima terapeuta holística daqui da cidade, li algumas matéria no blog dela e entrei em contato querendo saber os valores."	"neutra"	"4.744"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Briguei com a minha mãe por causa do notebook que ela não queria me emprestar pra fazer o trabalho e me queimei com a vela."	"neutra"	"5.541"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Foi quando encontrei uma mulher que já havia conhecido antes e parei no carro, parece filme americano, onde o galã para e a mulher entra no carro e foi assim mesmo."	"neutra"	"5.04"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"O carpinteiro que fez o trabalho, partiu com sua caixa de ferramentas."	"neutra"	"1.586"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Meu pensamento é confuso e desorganizado. "	"neutra"	"1.662"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Biluca não é um nome muito conhecido não."	"neutra"	"2.574"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Também não me considero uma pessoa com sentimentos."	"neutra"	"1.802"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Um lugar com paz, com alegria."	"neutra"	"1.377"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Mas eu acho que nem na de remanescentes eu vou estar."	"neutra"	"5.856"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"To chateada e decepcionada."	"negativa"	"4.024"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"O engraçado também é que ele quase nunca tem dinheiro pra gastar com a minha amiga, sempre tem que dividir, mas com ROUPAS DE MARCA, TÊNIS E academia ele tem sempre!"	"negativa"	"7.882"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ele foi meu professor de Geografia do 3ºano, só que ele deu aula de agosto até dezembro ."	"neutra"	"2.528"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Não deixe sua vida passar por passar escreve sua historia dia após dia vc merece ser feliz vc tem que ser feliz não de aos outros poderes que eles não possuem"	"neutra"	"10.131"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Sempre fui apaixonada por cachos, mas não sei porque, alisei meu cabelo."	"neutra"	"3.323"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Quando se apaixona por uma garota tímida, saiba que ela pode também estar mas nunca tomará iniciativas nem para te olhar nos olhos."	"neutra"	"7.324"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Casei cedo e acho que não foi uma boa escolha essa."	"neutra"	"4.236"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ele queria fazer sexo anal em mim e tava insistindo muito."	"neutra"	"2.698"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Conversamos sobre um futuro , mais tão presente em nós , casamento , sobre ver algumas casas , nos imaginamos juntos pra sempre , na nossa casa, com nossas coisas do nosso jeito e ele me imaginando grávida !"	"positiva"	"10.569"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Com o final do período na faculdade, fiquei péssima."	"neutra"	"2.447"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Me desculpe, mas eu nunca serei perfeita e isso, acredite, dói mais em mim do que em você."	"neutra"	"124.152"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"A Nanda ligou para a SAMU mas não adiantou muita coisa eles não podiam vir, mas o meu pai me levou para a UPA lá fui atendia rapidamente o medico não sabia o que eu tinha e me receitou um remédio para eu parar de tremer o remédio era via venosa ou seja teria que tomar ele junto com soro na veia. "	"neutra"	"11.72"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ontem eu fui pela primeira vez em um centro espirita, foi indicado por Letícia uma amiga minha que agora tá morando em joão pessoa."	"neutra"	"5.031"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Pois uma coisa é certa, se não é pra ser com você, vai ser com quem me ame e retribua."	"neutra"	"6.759"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Teve um que em cima da hora eu desisti e comecei a chorar, mas eu falei com a professora e ela me passou um trabalho alternativo enorme, pra eu não ficar com zero."	"neutra"	"5.735"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"E ainda por cima ele bateu na minha mãe."	"negativa"	"2.749"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"No banheiro as suas gavetas estão vazias."	"neutra"	"2.415"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Já li metade do livro e deu pra perceber que é totalmente diferente do que eu pensei."	"neutra"	"3.67"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Boa parte dos que ameaçam fazer, não fazem, mas se você está pensando, eu tenho um relato a dar."	"neutra"	"3.687"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"E foi assim nos conhecemos e nos tornamos amigos e realmente éramos amigos sem interesses em nada apenas amigos."	"positiva"	"9.071"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ele falou que gosta de mim de verdade, e pediu pra mim ter paciência."	"neutra"	"3.993"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Não importa o preço, o que importa é que eu esteja linda no dia."	"neutra"	"3.128"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Então, nem deu tempo de eu ler uma página do livro e já bateu."	"neutra"	"2.296"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Bem, andei dando uma pesquisada e o mais legalzinho que eu achei foi a lamotrigina, que não engorda."	"neutra"	"7.274"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Não quero que me juguem, me xinguem ou coisa parecida quero apenas que me compreendam!"	"negativa"	"4.464"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"E quando acorda já levanta com ela na cabeça, pensando que saudade, e sonhando alto, colocando a pessoa em nossa vida."	"neutra"	"31.698"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Eu ja estou mocinha ja percebo quando os garotos reparam nas meninas de peito e bunda grande, quase ninguém nota ne mim, e e muito chato isso."	"negativa"	"5.302"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Foram tantas dificuldades, tantos mistérios, tantas perguntas sem explicação."	"negativa"	"3.168"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Mas, nem dei chega pra lá nele não, até mesmo porque ele nem pediu nada pra mim, só me tratou dessa forma, puxando meu saco."	"neutra"	"5.372"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Foi maravilhoso, perfeito, por um momento consegui a atenção que minha irmã tinha sem esforços."	"neutra"	"6.071"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Numa manhã, o irmão mais velho ouviu baterem à sua porta."	"neutra"	"5.399"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Agora com o coração mais aberto, seguia com o caminhão em direção a nova casa, depois de trinta minutos estávamos próximas."	"positiva"	"14.144"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Na aula do Ricardo nós revisamos algumas coisas do ano passado e ele passou um dever de casa, eu gostei dele, ele é engraçado!"	"neutra"	"40.411"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Conheci um rapaz, gentil, bonito e engraçado."	"neutra"	"33.789"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Sabe hoje quando estava saindo da garagem lá de casa eu sem querer esparrei o carro e arranhou ele na parte de trás, nossa eu estou me sentindo um lixo."	"negativa"	"11.087"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Acredito que por causa disso essas férias foram perfeitas."	"positiva"	"3.177"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Na aula do Kairton revisamos também, porém a parte que eu mais gostei foi quando nós fomos avaliar a música."	"neutra"	"8.23"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ate que nesse mês de outubro ela me mandou um convite no facebook e eu adicionei ela."	"neutra"	"12.605"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Queria tanto, mas não posso, pois o que sinto por ti é tão forte, impossível de esquecer."	"negativa"	"5.201"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"quilo me magoou poxa, imagina, magoaria qualquer pessoa, não é mesmo?"	"neutra"	"5.942"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Os milagres existem pois não reconstruíram Hiroshima das lágrimas, do sangue, da solidão, agora é um porto movimentado, disse ela a mim."	"neutra"	"5.026"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Com 27 anos, me imagino ainda estudando alguma coisa que me interesse, se for preciso estudar tudo de novo, me imagino com um canudo de respeito na mão, me imagino ter passado pelas melhores e mais engraçadas coisas da vida."	"neutra"	"10.641"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Não tem tantas páginas e o escritor também não era conhecido por mim!"	"neutra"	"7.699"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Bem, meu psiquiatra quis que eu experimentasse ficar só com um comprimido de fluoxetina."	"neutra"	"3.875"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Não sei como foi possível, mas chorei seis horas sem parar."	"negativa"	"8.333"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Entrei no banheiro e fui tirando minha roupa, olhando nos olhos dela perguntei se eu podia entrar, balançou a cabeça com um sorriso malicioso e fez um gesto que sim, passou a mão pelo meu corpo."	"positiva"	"58.015"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Andei pesquisando a idade do pessoal daqui, e como disse estou escrevendo um livro, já postei o primeiro capítulo do mesmo."	"neutra"	"9.881"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Não o considero um sentimento ruim, pois ele me faz ter esperança em meio a tanta briga."	"positiva"	"17.926"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Tive muito enjoo e meu namorado coitado foi quem mais enjoei e por isso nos afastamos e com apenas 4 meses de gravidez cada um foi pro seu lado literalmente."	"negativa"	"48.283"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Quando eu era criança, acreditava que as estrelas eram os olhos de Deus, que piscavam de vez em quando para a gente apenas para que soubéssemos que havia um cara lá em cima de olho nas traquinagens que aprontávamos."	"neutra"	"5.358"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Pois, não sei se vou aguentar de saudades."	"negativa"	"4.213"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Eu disse que queria matar a saudade e ela disse que também."	"neutra"	"2.373"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Estou muito feliz e espero que você também."	"neutra"	"16.907"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	" Minha mente diz que é loucura esperar tanto tempo, mas coração diz que é possível."	"neutra"	"48.606"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Hoje foi um dia de tantas surpresas e alegria não sei bem como dizer é que ainda não estou acreditando que estou acorda pensando nele às 5hrs da manha."	"neutra"	"91.349"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Tenho medo de me transformar num robô."	"neutra"	"3.313"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Nós possuímos o ingrediente básico que tudo sustentará e que tão poucos tem o privilegio de ter: o Amor."	"neutra"	"7.031"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ninguém merece ficar se humilhando, chorando, em fim, sofrendo por uma pessoa que não dá valor ou não quer receber seus SENTIMENTOS."	"neutra"	"6.135"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Minha educação depende da sua!"	"neutra"	"2.241"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Meu anjinho da guarda que se chamava Douglas, além de lindo era meu melhor amigo!"	"neutra"	"7.537"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Acabamos nos beijando mais e mais, meus braços o abraçaram."	"neutra"	"3.09"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ele enfiava a língua na minha garganta, que quase morri."	"neutra"	"1.891"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Fui no médico e ele disse que todas essas dores q eu to sentindo são causadas por nervosismo, e como eu vou ficar calma?"	"negativa"	"5.616"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Bom meu primeiro dia de aula ja começou com dois professores novos."	"neutra"	"4.034"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"E meu complexo de inferioridade só aumenta nesses casos."	"neutra"	"2.238"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Eu tinha amores, conquistas."	"neutra"	"1.402"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Hoje, meu primeiro post, vai ser bem rápido porque está tarde."	"neutra"	"1.651"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Vontade de grudar em você e nunca mais desgrudar, sentir tuas mãos afagando meus cabelos e dizendo que os adora novamente, ouvir tua gargalhada."	"positiva"	"4.752"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Os jovens abraçaram-se com ternura, e logo partiram para cumprir a missão recomendada."	"positiva"	"3.437"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Eu decidi aceitar, porque eu estava terrível mesmo ( ainda to, mas pelo menos agora que eu entrei de férias deu pra dar uma aliviada)."	"neutra"	"10.253"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Sinto falta das brincadeiras de boneca , de assistir chiquititas na tv , e ouvir sandy e junior."	"neutra"	"2.303"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Subimos as escadas entramos no quarto 42, um espelho na frente, banheiro amplo com ceramica antiga, no quarto uma enorme cama, o ambiente era parecido com um Motel, mas um pouco menos atrevido."	"neutra"	"7.045"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Amanhã vou comprar o meu vestido, mas não sei se vai ser aquele que eu tinha dito, porque além do vestido, eu ainda tenho que comprar um salto e o presente."	"neutra"	"10.021"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Bom tudo começou em Abril do ano passado quando minha mãe começou a namorar um homem que eu nem sei da onde que apareceu , bom eles estavam namorando a uma semana e ele já tava morando dentro da mi.nha casa"	"negativa"	"6.544"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Não aguento mais ficar longe do meu namorado - eu quero transar, porra ! "	"neutra"	"2.609"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"E vou provar a todos que, tal como todas as outras raparigas, eu também consigo ter um corpo atlético e ser muito magrinha e perfeitinha."	"neutra"	"6.889"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Topiramato emagrece, mas fode com a memória, e pra uma universitária isso não é nada legal."	"neutra"	"6.473"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Até que não aguentei mais e comecei a bater de frente, sai de casa sem rumo, muitas vezes, e pela primeira vez aos doze anos conheci o que era a depressão."	"negativa"	"6.545"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Vendo aquelas malas todas arrumadas, me dei conta do que estava fazendo e que realmente era uma loucura na qual eu estava começando a gosta."	"neutra"	"6.194"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Estávamos no ponto de ônibus, brincamos como nos filmes, ele corria atrás de mim, me pegava pela cintura, fazia cócegas, me pegava no colo, me levantava tirando meus pés do chão."	"positiva"	"8.851"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Ai a chorona aqui passou a noite chorando, até ficar de olhos inchados."	"negativa"	"3.181"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Mês de setembro não teve nada de interessante , trabalhei muito como sempre e pertinho do final de ano ."	"neutra"	"3.55"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Foi tudo tão intenso, um mês parecia anos."	"neutra"	"2.241"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Mas milagres existem, perguntei a ela."	"neutra"	"2.605"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Foi só piscar o olho, que eu me apaixonei enfim , e no meio da fumaça , ele também gosto de mim."	"neutra"	"4.063"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Cara, na boa, isso me deixa furiosa com ela."	"neutra"	"1.976"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Fico feliz por isso, porque fomos feitos para brilhar."	"positiva"	"3.163"
"c2a6e53f5f6a5ef01c86cf67ae5c669b"	"f"	"Aquele dia na parte da manhã foi torturante, sabia que minha mãe falaria um monte, ela estoura do nada e não para mais, quando briga com meu pai quase bate nele."	"negativa"	"7.562"
"bc2584302fffead698e1809107a60040"	"m"	"Ele provavelmente vai falar comigo, pelo facebook."	"neutra"	"3.143"
"bc2584302fffead698e1809107a60040"	"m"	"Há 5 anos perdi meu motivo, minha esperança, perdi minha vontade de viver."	"negativa"	"2.287"
"bc2584302fffead698e1809107a60040"	"m"	"Falei para minha mãe que ia tomar sorvete com alguns amigos imaginários, a sorveteria fica perto da casa dele e um pouco longe da minha, no contrato inicial, ele tinha proposto tomar um sorvete e a segunda parte eu tinha que escolher."	"neutra"	"12.104"
"bc2584302fffead698e1809107a60040"	"m"	"Minha mãe teve uma briga daquelas comigo por causa dos horários de sono."	"negativa"	"2.35"
