"ParticipantMD5"	"GeneroCod"	"frase"	"Value"	"duracao"
"bdf066947686ab2cd01768f202816430"	"f"	"Só que por consciência minha mesmo decidi eu mesma sustentar meu filho."	"positiva"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Pode ser que nos vejamos amanhã, pode ser que só nos encontremos daqui a um ano, pode ser até que o tempo nos afaste ainda mais, mas eu quero que você saiba que hoje lembrei de você."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Mas mãe, por favor, não abra mão de mim assim."	"negativa"	""
"bdf066947686ab2cd01768f202816430"	"f"	"A senhora ainda brincava, fazia a gente sorrir e sempre que alguém dizia, como vai dona Maria?"	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Pronunciar que te admiro, que gosto de ti é pouco demais."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"A verdade é que sou intensa demais e não há quem dê jeito nisso."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Não quero que isso te perturbe e tire a sua paz."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Que estará em meus sonhos você é diferente!"	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Eu só quero minha vida de volta e só quero que isso tudo acabe."	"negativa"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Hoje eu acordei e vi seu lado da cama vazio."	"negativa"	""
"bdf066947686ab2cd01768f202816430"	"f"	"É bom demais amar, e ser amado é melhor ainda."	"positiva"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Não sei o que dizer, não sei o que fazer, estou perdido, pedi ajuda até mesmo ao meu cachorro em uma esperança psicótica de que ele responderia, ou faria algo mágico."	"negativa"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Foi perfeito, minha irmã e meu esposo fizeram tudo, 2 tipos de tortas, tudo lindo."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Começamos a conversa e estava tudo certo ate que ele falou que ia voltar só para ver se eles deixam ele encostado no trabalho ou para ele assinar a carta de demissão."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Tirei a minha calça e eu fiquei só de cueca box cinza e uma regata preta, ela foi ao banheiro e quando voltou veio com uma calcinha fiu dental vermelhinha matadora."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"A senhora sempre respondia, vou bem graças a Deus, que mulher guerreira que fostes vó, te amo tanto."	"positiva"	""
"bdf066947686ab2cd01768f202816430"	"f"	"O meu namorado não tem estilo nenhum, me ajudem?"	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Foi tão bom por um momento esquecer todos os meus problemas."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Minhas amigas descobriram por que me pegaram a força e tiraram meu casaco pra ver o que eu tanto escondia."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Fora que acordar com um eu te amo, torna o dia maravilhoso e feliz."	"positiva"	""
"bdf066947686ab2cd01768f202816430"	"f"	"O Marcelo é especial e o que sinto por ele não tem acabado , só tem aumentado cada vez mais e mais ."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"EU TOU PASSANDO MAL, e minha família parece vê que como eu me sinto, só fazem reclama brigarem comigo me xingarem me bater, estou ficando tão fraca que estou me rendendo a esse sentimento de dor."	"negativa"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Porem hoje em dia que eu tenho uma condição financeira melhor que minha família, eles ficam querendo tirar o pouco que eu tenho."	"negativa"	""
"bdf066947686ab2cd01768f202816430"	"f"	"E os gemidos são tão forçados, parece mais que estão parindo do que fazendo sexo - sexo não, tá mais pra uma cópula."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Isso é tudo que tive a coragem de sonhar, na esperança de um dia ver esta minha pretensão realizada."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Os horários da universidade estavam péssimos."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Acabando a prova, eu desci encontrei ele no pátio, ele pegou o livro da minha mão e fomos pra parada, chegando lá sentamos e começamos a conversar, conversa vai, conversa vinha."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Voltei para o serviço ouvindo somente os martírios dela, tentando disfarçar minha cara de choro, mas no fundo, estava mais perdida do que puta em convenio."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"E meu marido viu e me chamou a atenção e com toda a razão, pois eu sou muito distraída e BURRA por ter feito isso e admito que eu estou errada e estou com a maior vergonha dele e de mim por ter feito isso."	"negativa"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Tenho medo de cair em depressão novamente, meu coração tá com um vazio imenso, tento fazer de tudo pra ocupar minha cabeça, passar meu tempo e nada me consola, nada me faz tirar a imagem do último suspiro dela da minha cabeça."	"negativa"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Daquele jeito, vc beijando gostoso e fazendo tudo o que se tem direito em quatro paredes."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Eles foram, eu entrei na sala, ele estava na frente do computador, quando eu coloquei a bolsa e um sacola que estava, numa mesa próxima a dele, ele beijou com um gosto de quero mais, nos começamos as preliminares ali."	"positiva"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Apaixonada pelas coisas simples que o mundo oferece como a mata, a chuva, o sol, a lua, o orvalho da floresta."	"positiva"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Vou morrer de vergonha quando o resultado sair!"	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Desde já agradeço a todos e desejo uma otima noite!"	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Nesse dia dos namorados eu pensei mesmo que iria passar com alguém!"	"negativa"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Fiquei meio constrangida, mas valeu a pena."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Porque eu fiz a sua alma gêmea."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Tenha uma vida de Vitórias."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"E cortou a minha franja no meio da testa e torta."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"E ainda te come COM PEGADA e depois ainda lambe os labios de bom que foi."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Apesar da distância ainda resta uma esperança de eu poder te ver, meu amor eterno."	"positiva"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Achei uma solução, ou melhor, na minha cabeça era a única solução."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Tudo que eu mais quero é dá certo com meu marido, viver um amor intensamente com ele."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Ontem [domingo] não deu para escrever aqui pois estava muito ocupada."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Uma colega pegou meu celular e viu minha foto com meu namorado."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Ele puxou assunto comigo e parou de me chamar pelo meu nome e começou a me chamar pelo o meu apelido."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Mesmo assim continuo cometendo os mesmos erros, como se alguma coisa me puxasse, para o fundo do poço ,para um beco sem saída, sinto falta de carinho, de me arrumar, de sair ,de ter amigos pra conversar ,sinto falta de ser alguém, de ser lembrada, de ser amada, me sinto perdida."	"negativa"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Alguns são leves e divertidos, nos mostram a alegria da vida."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Depois daquele dia eu mudei inovei meu visual mudei meu guarda-roupa terminei os estudos hoje sou psicóloga e ajudo mulheres como eu, se eu te disser que esqueci não seria verdade mas consigo lembrar de tudo sem dor."	"positiva"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Eu tenho lembrado daquelas conversas, daquelas nossas risadas e também dos nossos segredos."	"positiva"	""
"bdf066947686ab2cd01768f202816430"	"f"	"A saudade é a maior prova de que o passado valeu a pena."	"negativa"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Tenho percebido como minha vida tem mudado de uns anos pra cá e como eu mudei."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Mas tivemos um namoro perfeito, era de dar inveja a todos."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Os amigos dele começaram a me odiar porque ele só queria ficar comigo."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Fui olhar o celular como de costume e vi lá uma mensagem."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Para ser feliz não existe poção mágica."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Descobri essa irrefutável verdade ao perceber o quanto são raras essas preciosidades que chegam de repente na vida da gente e se alojam devagarzinho em local especial e essencial da nossa existência."	"positiva"	""
"bdf066947686ab2cd01768f202816430"	"f"	"De noites perfeitas de amor, você me fez ver o que é realmente o amor."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Nas outras duas vezes também foi assim, só que agora tá demais."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"O nosso coração é sempre a vitima, sempre fica em pedaços."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Por favor me explique, nunca imaginei poder amar assim."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Tenho tudo que uma pequena adolescente pode ter, amigos, pessoas q me amam, dinheiro, popularidade, tenho tudo."	"neutra"	""
"bdf066947686ab2cd01768f202816430"	"f"	"Quando contei a mamãe ela ficou assustada com medo do que eu ia achar e quis saber quem me contou e eu disse que foi o papai."	"negativa"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"O velho pediu que com cuidado as tirassem dos sacos e viu que eram verdadeiramente formosos exemplares."	"positiva"	"1.955"
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"Já pensou como as coisas seriam mais fáceis se parássemos de construir cercas e muros e passássemos a construir pontes com nossos familiares, amigos, colegas do trabalho e principalmente nossos inimigos."	"positiva"	"5.257"
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"ste é o conselho que deixo pra vocês: SE VALORIZEM, TODOS TEM UMA ALMA GÊMEA!"	"negativa"	"10.675"
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"Tipo, semana passada eu fiz o cabelo dela, pois eu faço curso de cabeleireiro, então tenho que treinar, mas claro que uma escova e chapinha, sei fazer perfeitamente."	"positiva"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"Minha cabeça e meu coração tinham ficado tão acelerados, que eu sempre esperava ele para poder gozar."	"positiva"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"O Diego, por sua vez, ao invés de ser um namorado presente, que me apoia, que me aconselha e que tenta entender meu lado e me ajudar, só sabe me julgar e brigar comigo por conta disso."	"neutra"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"E por falar nisso, segunda que vem começam minhas aulas na faculdade."	"positiva"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"Eu me recordo sempre daquele seu sorriso, quando eu chegava triste, eu me sentia abraçado por ele."	"positiva"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"Saí no sábado para o chá de panela da minha prima que logo vai se casar."	"positiva"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"Vivos, alegres e comunicativos, estes seres geminianos, leves e desencanados, parecem estar sempre bem com todos."	"positiva"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"O amor que sinto por você é incondicional."	"positiva"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"Em relação ao nosso filho ele não mudou em nada sempre cumpriu com o papel que assumiu perfeitamente um ótimo pai disso jamais me queixaria."	"neutra"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"Ele agora ta com essa de ficar me controlando."	"neutra"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	" Mas é que pra mim é tão dificil conseguir te agradar."	"positiva"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"SÓ QUE ELE COMECOU A DESVIAR O OLHAR DA TV PRA MIM, EU FINGIA QUE NÃO VIA E CONTINUAVA FOCADA NA TV."	"positiva"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"Afinal, para mim, que sempre levei vida de esposa fiel, tudo eram novidade, e novidade sempre atraem as mulheres."	"positiva"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"Na verdade acho que consegui expressar de forma clara o que eu estava sentindo."	"positiva"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"Não fiquei surpresa e nada demais."	"neutra"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"Já esqueço totalmente de onde estou, e deixo de me importar com as pessoas ao redor, quando estou com ele, é como se só existisse nós dois ali."	"positiva"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"Quando achei que teria paz, meus irmãos mais velhos eram muito agressivos, eles batiam por qualquer coisa, alias batiam não, espancavam, uma vez meu irmão deu um chute na minha barriga, que eu fiquei menstruando por quase dez dias."	"negativa"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"Olhar disfarçadamente pra uma mulher bonita é natural, qual a mulher que não sabe que um homem bonito passou por ela também?"	"positiva"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"Atitude de uma tola apaixonada."	"positiva"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"Vou jantar, ficar com o menino mais lindo do mundo."	"positiva"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"QUE VOCÊ TRAGA CONSIGO,O AMOR , A SABEDORIA , A PAZ , A CALMA E O ESPIRITO DE JUSTIÇA."	"positiva"	""
"9d4072d71ac656dbc367bc6c6ef7381a"	"m"	"Só que eu não aguentei isso, ser tratada como amiga na frente dos outros pra depois quando estávamos a sós ter qualquer tipo de toque."	"positiva"	""
