id	frase	0	0
1052	"Hoje foda-se, não to nem ai para o que vocês pensam sobre mim, não estou nem ai pra sua popularidade, vai contar mentira na casa do caralho, não no meu ouvido."	-1	2
1053	"Não estou nem ai em parecer ser o bom filho, sendo que você é uma péssima mãe."	-1	3
1054	"Foda-se família, eu não pedi pra nascer nessa merda, quer falar mal, falem mais depois paguem pau."	-1	3
1055	"Eu não to nem ai pra tua autoridade, se você eh meu chefe, minha mãe ou o presidente do brasil, pra falar comigo você pede por favor e depois fala muito obrigado."	0	2
1056	"Não vem falar alto comigo não,... porque ninguém fala alto comigo."	-1	2
1057	"Minha educação depende da sua!"	-1	2
1058	"Eu não to nem ai pro teu carro, pra tua moto ou pra tua mulher, se eu quiser, eu corro atrás."	-1	2
1059	"Quero que você enfie tua inveja e tua falsidade no cú."	-1	3
1060	"Não venha me pregar sobre o teu deus, eu tenho minhas crenças e não preciso de neguim vim buzinar no meu ouvido pra pregar coisas que nem ele mesmo pratica não."	-1	3
1061	"Não venha me dizer que pra servir a Deus tem que ta dentro da tua maldita igreja socando dinheiro no cú do teu pastor ladrão não, e foda-se se você acha que por isso eu vou pro inferno."	-1	3
1062	"Não venham falar da minha religião não seus desgraçados, quem são vocês para achar alguma coisa, seus monte de merdas, colocam a bíblia debaixo do braço e acham que tão servindo a deus, e em casa xingam a mãe, só pensa em dinheiro, transa com a namorada."	-1	3
